,sex,age,educyr,farm,urban,hhsize,rlfood,exp12m,commune
1962,female,28,5.0,yes,no,4,2308.5617717916916,155.99999886907224,66
1963,male,47,9.0,yes,no,10,12080.090944757569,650.0004141218382,66
1964,male,28,9.0,yes,no,4,5922.784665685938,429.00003477988207,66
1968,male,35,9.0,yes,no,5,4535.197900157111,130.00007144079393,66
1969,male,37,8.0,yes,no,6,4546.395499143921,1604.9999429195948,66
1970,male,30,9.0,yes,no,5,4790.2409890222125,2884.9994837517984,66
1971,male,59,9.0,no,no,6,3346.6060772287406,260.0000959359805,66
1972,male,34,9.0,yes,no,5,4609.432378030963,520.000097980763,66
1973,female,65,0.0,yes,no,3,2801.1883028256693,392.0000628021438,66
1974,female,45,9.0,yes,no,6,5057.932085527064,199.99992669040608,66
1976,male,30,12.0,yes,no,5,5811.552349740992,1066.0004213623918,66
1977,male,69,3.0,yes,no,5,5678.639736363725,727.9999649128137,66
1978,male,36,12.0,yes,no,7,6242.787023302406,572.0000049307557,66
1979,female,33,14.0,no,no,4,4080.4885382617076,394.00003573661576,66
1980,male,63,6.0,yes,no,5,5387.711547508569,714.9996119738901,66
1981,male,34,12.0,yes,no,4,3393.1975978406294,260.0000959359805,66
1982,male,49,9.0,yes,no,9,7743.817019523372,1905.001357197157,66
1983,male,56,8.0,yes,no,8,5302.989515252168,64.99998245678597,66
1984,male,35,10.0,yes,no,6,4846.465716306613,22608.02023588027,66
1985,male,64,6.0,yes,no,5,3642.0718927422986,390.00010174177345,66
1987,female,40,12.0,yes,no,3,3380.260308970787,130.00007144079393,67
1988,female,57,0.0,yes,no,1,1419.179263432194,1300.0005935156187,67
1989,male,78,5.0,yes,no,2,2071.1390487174617,454.99980937735745,67
1990,male,50,9.0,yes,no,8,6141.056040998864,910.0003644451576,67
1991,male,43,12.0,yes,no,5,5681.428633092399,311.99994140344694,67
1992,male,49,10.0,yes,no,3,3280.0862606138016,221.00006596458653,67
1993,male,78,5.0,yes,no,2,3021.2411416545306,5200.000496238527,67
1994,male,55,12.0,yes,no,6,5693.007805386838,324.9999407428408,67
1995,male,61,9.0,yes,no,5,3528.4395557570583,415.9998917313286,67
1996,male,42,9.0,yes,no,4,4674.581878644994,176.0000008732853,67
1997,male,42,9.0,yes,no,6,4107.024174051558,572.0000049307557,67
1998,male,45,14.0,yes,no,5,4017.897359994731,988.0002986251517,67
2000,male,40,9.0,yes,no,6,4981.672714164947,780.0000626467654,67
2001,male,54,9.0,yes,no,8,5964.795198032435,213.9999967853238,67
2002,female,54,5.0,yes,no,3,5071.393951905181,390.00010174177345,67
2003,male,40,13.0,yes,no,7,5256.359732085535,260.0000959359805,67
2004,male,64,12.0,yes,no,2,2564.6877107556907,188.00000698796973,67
2006,male,42,18.0,yes,no,7,3578.0312572988487,25.999986011445234,67
2008,male,42,12.0,yes,no,8,6125.789959033088,1968.9998451595682,67
2012,male,37,12.0,yes,no,6,4327.693499615486,1196.000078325353,67
2014,female,39,9.0,yes,no,5,3713.2025341641465,260.0000959359805,67
2015,male,25,3.0,yes,no,4,2401.1498361478934,936.0004900171023,67
2016,male,43,6.0,yes,no,8,5665.259613285712,149.99995588556808,67
2017,male,76,3.0,yes,no,2,1138.4136076319362,5200.000496238527,67
2018,male,34,12.0,yes,no,4,4427.029073390277,36.0000022155801,68
2019,female,66,5.0,yes,no,2,2772.8029975056124,890.0004781738236,68
2021,female,35,9.0,yes,no,5,4860.798481479252,184.00004459995202,68
2022,female,62,2.0,yes,no,5,4957.515564621425,464.99981140191767,68
2023,female,54,9.0,yes,no,8,9557.399975832697,4987.000969741582,68
2024,female,31,9.0,yes,no,6,3726.9519239508804,910.0003644451576,68
2025,female,66,2.0,yes,no,8,6416.262101864069,2456.9990847156323,68
2026,male,33,10.0,yes,no,5,5082.156711577459,680.0001372443102,68
2027,female,31,10.0,yes,no,4,2250.271152140691,1442.99919368953,68
2029,male,41,11.0,yes,no,4,4167.0848767270445,390.00010174177345,68
2030,male,29,9.0,yes,no,5,3862.114073623256,520.000097980763,68
2031,male,31,10.0,yes,no,3,3885.795485445164,806.0002075396847,68
2032,female,57,5.0,yes,no,4,4632.592844756437,755.9997156083263,68
2033,male,31,10.0,yes,no,7,6225.674071195755,204.00000125577995,68
2034,male,71,9.0,yes,no,6,5584.219765759187,377.99992605580303,68
2035,male,34,9.0,yes,no,4,3440.3448760225488,1573.0001524893362,68
2036,male,69,5.0,yes,no,3,3051.953022743476,36.0000022155801,68
2037,female,33,7.0,yes,no,3,3647.9111679250655,330.00011402804614,68
2038,male,49,9.0,yes,no,7,6572.437189520098,4218.998261247773,68
2039,male,35,9.0,yes,no,4,3541.9687655675943,260.0000959359805,68
2041,male,32,10.0,yes,no,4,4619.556574851089,149.99995588556808,68
2042,male,73,3.0,yes,no,8,5761.349416787746,3209.999306241837,68
2044,male,44,9.0,yes,no,6,3823.1233560687247,197.00005343862344,68
2045,female,58,0.0,yes,no,3,2607.5777388824413,780.0000626467654,68
2046,male,40,11.0,yes,no,5,5217.846250259936,1054.999951564775,68
2048,male,60,15.0,yes,no,2,3830.842377894494,12.999995353000852,68
2050,female,72,0.0,yes,no,7,5155.590815148891,390.00010174177345,69
2054,male,32,5.0,yes,no,4,3190.4842922232124,233.99997300629934,69
2055,male,63,0.0,yes,no,5,4179.057409624491,585.0000893693707,69
2056,male,47,6.0,yes,no,6,5474.334528547661,1404.0005832417187,69
2057,male,41,12.0,yes,no,7,7876.012288467575,390.00010174177345,69
2058,male,38,9.0,yes,no,6,6310.031830652799,1040.0000081791652,69
2059,male,25,8.0,yes,no,5,5493.473333841493,467.99986151056197,69
2060,male,32,0.0,no,no,4,3153.3195426454463,660.0001088864979,69
2061,male,48,5.0,yes,no,8,6717.007353326496,454.99980937735745,69
2062,male,35,9.0,yes,no,5,3450.988532007846,403.0001765355253,69
2065,male,37,13.0,yes,no,5,5681.315005656009,324.9999407428408,69
2066,female,49,8.0,yes,no,4,2831.5541230715107,624.0003941376015,69
2068,male,36,15.0,yes,no,5,5415.459431147909,195.00008608008832,69
2069,male,30,3.0,yes,no,5,3125.0013682174826,195.00008608008832,69
2072,male,29,6.0,yes,no,4,3810.798400102173,169.00004817800746,69
2074,male,31,9.0,yes,no,4,3619.702068813015,78.00001351821305,69
2075,male,28,12.0,yes,no,8,4993.658068332754,1832.9995457098778,69
2077,male,32,15.0,yes,no,5,4040.109198816771,324.9999407428408,69
2078,female,34,10.0,yes,no,4,2276.4966882074937,1091.9998293151164,69
2080,male,36,10.0,yes,no,4,3909.8996981370274,350.99992156348986,69
2082,male,29,11.0,yes,no,5,3639.8072284086347,130.00007144079393,70
2083,male,41,8.0,yes,no,10,7714.5543574604735,260.0000959359805,70
2084,male,36,5.0,yes,no,7,4083.9339243364043,415.9998917313286,70
2086,male,59,5.0,yes,no,5,7073.106116760478,324.9999407428408,70
2087,male,29,7.0,yes,no,4,3049.2014022843496,143.00005287284299,70
2088,male,45,3.0,yes,no,6,4067.655222450134,467.99986151056197,70
2089,male,42,6.0,yes,no,6,5870.9221741629935,741.0002776556515,70
2090,female,55,0.0,yes,no,2,2348.866146850039,130.00007144079393,70
2091,male,52,10.0,yes,no,4,7037.913307283722,1079.9996542723284,70
2092,male,38,4.0,yes,no,3,3359.9689102074794,2249.0001080435013,70
2093,male,59,3.0,yes,no,8,7978.247062816869,120.00003086615848,70
2095,male,58,9.0,yes,no,5,7502.563191463918,2339.999512456963,70
2096,male,60,4.0,yes,no,2,2626.701091502762,195.00008608008832,70
2097,male,34,12.0,yes,no,5,5911.175554434048,130.00007144079393,70
2098,male,29,10.0,yes,no,8,4196.373588540217,221.00006596458653,70
2099,male,27,13.0,yes,no,4,3610.411378147349,207.9999834221266,70
2100,male,58,9.0,yes,no,6,7009.046844805772,43455.81701071672,70
2101,female,25,9.0,yes,no,3,1989.337604007909,78.00001351821305,70
2102,male,58,9.0,yes,no,4,4219.280943601028,90.99995390697832,70
2103,female,87,0.0,yes,no,1,591.1702222223381,64.99998245678597,70
2104,male,49,7.0,yes,no,10,8465.386905330126,1884.9998117222297,70
2105,male,29,9.0,yes,no,8,5297.731558031,260.0000959359805,70
2106,male,37,9.0,no,no,4,4273.775894928382,260.0000959359805,70
2107,male,31,9.0,yes,no,5,3762.2896480528866,818.9999313243393,70
2110,male,34,14.0,no,no,7,4766.711818749713,780.0000626467654,70
2111,male,63,5.0,yes,no,7,6988.498463054582,64.99998245678597,70
2113,male,26,10.0,yes,no,4,4675.7740490193155,299.00012755621196,70
2114,male,26,10.0,yes,no,5,4024.7577431338023,195.00008608008832,71
2115,male,47,3.0,yes,no,7,7305.574749439179,1950.0006794624235,71
2116,male,55,5.0,yes,no,7,8296.085035187727,1690.0003246200993,71
2118,male,34,9.0,yes,no,5,5088.991722296159,636.999582400669,71
2119,male,61,2.0,yes,no,4,4848.95259104791,130.00007144079393,71
2120,female,62,3.0,yes,no,5,6525.605338031919,2379.001164989548,71
2121,male,40,8.0,yes,no,6,8002.865947935246,415.9998917313286,71
2122,male,46,10.0,yes,no,6,6434.96705268983,660.0001088864979,71
2123,male,49,5.0,yes,no,6,8650.669536551497,442.0000521216605,71
2124,male,30,10.0,yes,no,5,5056.8295765102675,1105.0004265832847,71
2125,male,38,0.0,yes,no,8,7132.1855843075555,1066.0004213623918,71
2126,male,35,9.0,yes,no,5,5877.1251425698,265.000046113655,71
2127,male,35,5.0,yes,no,6,6099.194547196697,52.00001463376783,71
2128,male,46,9.0,yes,no,6,9084.545935504344,207.9999834221266,71
2129,male,42,8.0,yes,no,5,7257.444147229484,403.0001765355253,71
2130,male,52,8.0,yes,no,6,12662.219547003579,2079.9996407936746,71
2131,male,45,8.0,yes,no,8,14480.294440186606,675.0002086610749,71
2132,male,42,14.0,yes,no,5,8950.314944684556,546.000013243282,71
2133,female,68,0.0,yes,no,4,5528.440237335007,1169.999967483592,71
2134,male,28,11.0,yes,no,5,7063.768712293728,390.00010174177345,71
2135,male,61,5.0,yes,no,4,7221.976876367291,390.00010174177345,71
2136,male,39,5.0,yes,no,5,5606.775185541694,309.9999077814642,71
2138,male,59,14.0,yes,no,5,8166.085973084397,64.99998245678597,71
2139,male,60,12.0,yes,no,5,8824.736297041767,12.999995353000852,71
2140,female,68,2.0,yes,no,6,6565.086745645373,169.00004817800746,71
2141,male,52,13.0,yes,no,8,11469.515860102289,611.9998271024807,71
2142,male,66,0.0,yes,no,2,4848.598630428481,2339.999512456963,71
2143,male,37,10.0,yes,no,4,8493.980371465575,117.00000762866277,71
2144,male,33,11.0,yes,no,4,5314.408522438913,364.00004818022944,71
2145,male,44,9.0,yes,no,6,8474.280229758968,350.99992156348986,71
2146,male,61,7.0,yes,no,4,5668.234655462923,1234.999692408373,72
2147,male,56,14.0,yes,no,7,4768.533050497593,1013.9998132707727,72
2150,male,32,12.0,yes,no,7,4784.658823064207,23443.065128272203,72
2151,male,51,5.0,yes,no,5,3485.9887539033766,15099.003088584272,72
2152,male,43,9.0,yes,no,4,3544.076864080223,25.999986011445234,72
2153,male,39,11.0,yes,no,6,6056.97027848932,104.00001048929774,72
2154,female,66,2.0,yes,no,1,1024.340223573214,90.99995390697832,72
2155,male,45,9.0,yes,no,5,4946.487461809337,350.99992156348986,72
2156,male,31,9.0,yes,no,6,4421.0256691686955,12.999995353000852,72
2158,male,47,9.0,yes,no,8,6572.167725119389,279.99983111266096,72
2159,male,23,8.0,yes,no,3,2563.3005899541804,130.00007144079393,72
2161,male,32,9.0,yes,no,4,3491.9828300196627,290.0000223356502,72
2162,male,38,9.0,yes,no,5,3578.3568729585486,143.00005287284299,72
2163,male,29,9.0,yes,no,6,4892.32045211505,767.0001523513297,72
2164,male,38,10.0,yes,no,5,7254.911741152666,390.00010174177345,72
2165,male,36,9.0,yes,no,5,3890.737471473992,39.00001380094624,72
2166,male,45,3.0,yes,no,8,5375.785597552201,64.99998245678597,72
2167,male,31,7.0,yes,no,5,3991.749959205072,64.99998245678597,72
2169,male,55,2.0,yes,no,3,2727.9453888146063,25.999986011445234,72
2170,male,36,10.0,yes,no,5,4049.246121765833,611.0000249461559,72
2171,female,36,6.0,yes,no,4,4231.001477803653,64.99998245678597,72
2172,female,65,2.0,yes,no,4,3475.049491306275,130.00007144079393,72
2173,male,58,5.0,yes,no,3,2147.6338925128607,755.0001893170104,72
2175,male,30,9.0,yes,no,5,3556.5491007606365,90.99995390697832,72
2177,male,41,9.0,yes,no,3,2727.023499081328,52.00001463376783,72
2178,male,43,7.0,yes,no,7,7810.271458186093,1234.999692408373,73
2179,male,32,6.0,yes,no,6,5755.159293951844,585.0000893693707,73
2180,male,60,0.0,yes,no,6,5198.960600132359,1032.0000556851653,73
2181,male,35,6.0,yes,no,5,5579.0958042723805,104.00001048929774,73
2182,male,35,3.0,yes,no,3,5087.52121618679,39.00001380094624,73
2183,male,58,5.0,yes,no,8,12724.174919696725,1840.9996663499337,73
2184,male,35,5.0,yes,no,6,5236.109292012634,182.00005695203214,73
2185,male,33,4.0,yes,no,7,5271.730733243306,1351.999653072911,73
2186,male,51,5.0,yes,no,6,6039.164780542649,64.99998245678597,73
2187,male,41,9.0,yes,no,6,6957.837492854428,454.99980937735745,73
2188,female,39,6.0,yes,no,7,6532.212593341303,221.00006596458653,73
2189,male,59,15.0,yes,no,5,6591.597428376259,1300.0005935156187,73
2190,male,47,7.0,yes,no,7,6309.72895639397,1322.999782875931,73
2191,male,37,10.0,yes,no,5,2648.762953525003,2730.000305271332,73
2192,male,35,5.0,yes,no,5,4082.4639727308054,233.99997300629934,73
2193,male,33,4.0,yes,no,5,3189.619788125617,52.00001463376783,73
2195,male,30,8.0,no,no,3,2355.0988968855318,390.00010174177345,73
2196,male,51,8.0,yes,no,6,7823.740155859518,78.00001351821305,73
2197,male,54,9.0,yes,no,4,3852.262819685409,207.9999834221266,73
2198,male,50,9.0,yes,no,5,7160.785781839485,12.999995353000852,73
2199,male,35,10.0,yes,no,5,4887.024937104377,415.9998917313286,73
2200,male,54,5.0,yes,no,4,5638.080783680411,25.999986011445234,73
2201,male,36,6.0,yes,no,6,5875.820565601557,1040.0000081791652,73
2202,male,30,10.0,yes,no,5,6757.829245917976,1599.0004591785728,73
2203,male,41,7.0,yes,no,7,7520.696256812275,741.9998195698256,73
2204,male,43,14.0,yes,no,5,6245.69059429618,25.999986011445234,73
2205,male,58,6.0,yes,no,6,5541.46397363026,207.9999834221266,73
2206,male,40,3.0,yes,no,6,4779.776179419597,1269.999772095172,73
2207,male,34,7.0,no,no,5,6680.659572135369,3509.9988892258853,73
2208,male,47,5.0,yes,no,5,5922.938660089165,602.0003339241823,73
2210,female,69,4.0,no,no,2,5221.875982841782,25.999986011445234,74
2212,female,43,10.0,yes,no,4,6756.362956069806,14.999996983467152,74
2213,female,36,5.0,yes,no,5,5392.249911014483,1346.0006592646716,74
2214,male,64,3.0,yes,no,6,10528.182624850582,2314.0002134581287,74
2216,male,38,9.0,yes,no,6,10155.381083533128,33.000014471609326,74
2219,female,67,5.0,yes,no,3,4131.318977578352,14.999996983467152,74
2220,male,66,15.0,no,no,7,9175.470938019402,404.99997282185245,74
2221,male,31,5.0,yes,no,4,7115.665208716597,29.999988550137516,74
2222,female,41,9.0,yes,no,2,3521.2876100010144,14.999996983467152,74
2223,female,39,5.0,no,no,5,10717.219221552927,69.99998305654692,74
2224,male,52,9.0,no,no,4,6525.168137120668,39.999981835446675,74
2226,male,58,9.0,no,no,8,8031.125829180193,109.99995976284156,74
2227,female,58,5.0,yes,no,2,4851.144813023902,221.00006596458653,74
2228,male,51,15.0,yes,no,6,6654.136697331291,45.00002296034146,74
2229,female,43,9.0,yes,no,4,4563.339586863976,29.999988550137516,74
2231,male,67,7.0,no,no,5,8678.560908869309,25.999986011445234,74
2232,female,67,0.0,yes,no,5,5294.723300931925,260.0000959359805,74
2233,female,41,3.0,no,no,4,5936.820501848511,124.0000538649871,74
2234,female,43,9.0,no,no,5,4916.936731342548,14.999996983467152,74
2235,female,66,0.0,yes,no,4,4660.397388565232,614.9998352990136,74
2238,male,77,15.0,no,no,6,11040.879704111827,17223.00036451195,74
2239,male,68,4.0,no,no,6,10880.09225833107,6499.997036756444,74
2240,female,43,9.0,no,no,3,10205.907517485328,1850.0001515661213,74
2241,male,44,9.0,yes,no,4,5679.395045675617,260.0000959359805,74
2242,male,37,13.0,no,no,7,7064.524575983928,2169.9990310203407,75
2245,male,44,9.0,no,no,5,7220.38099582891,3810.9965667712677,75
2246,male,23,9.0,no,no,4,4150.362670963407,324.9999407428408,75
2248,male,34,9.0,no,no,4,6898.787841446617,442.0000521216605,75
2249,female,62,1.0,no,no,3,2586.3399279076452,273.0000559145118,75
2250,male,54,12.0,no,no,5,8024.855968606856,39.00001380094624,75
2251,male,76,0.0,no,no,5,5454.7169022987855,2678.001268699808,75
2252,male,41,16.0,no,no,5,7414.04163928596,56.9999847334327,75
2253,male,62,5.0,yes,no,2,5207.322046439462,11069.999715471311,75
2254,female,44,9.0,no,no,6,7674.212796778188,420.0001212635037,75
2255,male,32,9.0,no,no,5,8199.807849582134,1549.9996746344307,75
2256,male,43,10.0,no,no,4,6686.0597264381895,14.999996983467152,75
2257,female,49,15.0,yes,no,3,4767.550833860975,21954.995982327197,75
2258,male,40,9.0,no,no,5,7992.996502055997,390.00010174177345,75
2261,male,71,2.0,yes,no,2,4454.040764008228,130.00007144079393,75
2264,male,32,9.0,yes,no,4,6395.833233165348,1315.0000728353998,75
2265,male,36,9.0,no,no,5,6967.055770848384,669.9995227022123,75
2267,male,55,5.0,yes,no,3,5533.982510668049,1300.0005935156187,75
2268,male,77,5.0,no,no,9,17125.622280197247,45.00002296034146,75
2269,male,44,11.0,no,no,5,11849.3465312436,3901.9979663442455,75
2272,male,43,9.0,yes,no,5,7377.093460658539,29.999988550137516,75
2273,male,29,9.0,no,no,3,4965.061683163567,1365.0003991000415,75
2274,male,55,9.0,yes,no,4,7633.631795828222,392.0000628021438,76
2275,male,38,9.0,yes,no,5,5811.720887202914,130.00007144079393,76
2276,female,34,12.0,yes,no,4,4898.72869286541,25.999986011445234,76
2278,male,30,9.0,no,no,4,5961.4677707504825,3585.0008853742206,76
2279,female,60,0.0,yes,no,4,4334.306935662757,2612.9993061947325,76
2280,male,41,7.0,yes,no,5,6121.595229769952,130.00007144079393,76
2282,female,40,9.0,no,no,3,5213.892621416875,324.9999407428408,76
2283,male,44,9.0,yes,no,4,5350.91578495891,29.999988550137516,76
2284,male,25,9.0,no,no,3,4082.414983457069,554.000173542032,76
2285,male,29,9.0,yes,no,3,4117.020495424315,52.00001463376783,76
2286,male,46,9.0,yes,no,4,4960.560413851152,910.0003644451576,76
2287,male,43,9.0,yes,no,6,7508.424982047719,29.999988550137516,76
2288,male,57,0.0,yes,no,9,6934.276490129699,143.00005287284299,76
2290,female,41,9.0,yes,no,4,5565.649675375432,5888.997155940105,76
2291,male,31,8.0,yes,no,4,3471.2429234440324,1728.0000874990087,76
2293,male,42,9.0,yes,no,9,8988.758319840708,14650.005648378707,76
2294,male,44,12.0,yes,no,5,6315.542893669956,1262.9998454713386,76
2296,male,46,9.0,yes,no,8,7206.041136951699,533.0003069196931,76
2297,male,54,12.0,yes,no,5,7108.837447965767,4790.001482960463,76
2298,female,31,9.0,no,no,4,5281.603374420975,221.00006596458653,76
2299,male,35,9.0,yes,no,4,5049.2146736089535,390.00010174177345,76
2300,male,27,9.0,no,no,6,5669.476134789491,130.00007144079393,76
2301,male,51,9.0,yes,no,4,5906.188627045501,517.0000648791462,76
2302,female,44,6.0,yes,no,4,3150.0197448298927,1184.9999365204626,76
2303,male,43,12.0,yes,no,8,6910.346083842977,29.999988550137516,76
2304,male,24,9.0,no,no,3,3350.416682767934,338.0000353267414,76
2306,female,25,5.0,yes,no,4,4077.380390350301,135.00002991081527,77
2307,male,32,10.0,yes,no,4,5683.22993145979,1015.0001101519799,77
2308,female,46,0.0,yes,no,12,11022.688296417558,39.999981835446675,77
2309,male,61,0.0,yes,no,5,7650.536078604703,510.0001398836496,77
2310,male,39,6.0,yes,no,8,8617.402636665405,8.00000366656215,77
2311,male,34,2.0,yes,no,8,8401.764312675921,25.999986011445234,77
2312,male,36,3.0,yes,no,6,6564.673158208533,39.00001380094624,77
2314,male,48,4.0,yes,no,5,6192.882947596794,130.00007144079393,77
2315,male,45,5.0,yes,no,10,11053.38505663102,3063.998373443915,77
2316,male,29,9.0,yes,no,4,5022.434222309786,61.99997612720891,77
2317,male,36,7.0,yes,no,6,5855.3145622834,324.9999407428408,77
2319,male,36,5.0,yes,no,6,9415.466608688073,303.000058930667,77
2320,male,42,0.0,yes,no,8,6497.7354313298165,169.00004817800746,77
2321,male,60,5.0,yes,no,4,6761.6823066061215,260.0000959359805,77
2322,male,39,3.0,yes,no,9,8477.051772516646,78.00001351821305,77
2324,male,28,12.0,yes,no,4,4489.389488003885,169.00004817800746,77
2325,male,38,5.0,yes,no,7,5064.141977185442,166.00003513281757,77
2326,male,29,9.0,yes,no,4,4380.516855730261,143.00005287284299,77
2327,male,41,9.0,no,no,5,9468.038150115342,1531.9994633396725,77
2328,male,72,0.0,no,no,2,4022.383836436696,598.0001471375402,77
2329,male,34,0.0,yes,no,5,6252.339545703386,800.0002178656882,77
